0.4882618 0.5695857
0.3985087 0.4618716
0.4367407 0.4994762
0.4533801 0.5453948
0.4794951 0.4941496
0.4545982 0.5181842
0.4072321 0.4464158
0.4412948 0.4650142
0.4736442 0.470559
0.4226933 0.4572432
0.4701682 0.4725033
0.451581 0.4329372
0.4024604 0.4664693
0.4737514 0.4563894
0.5061591 0.3802132
0.4150884 0.4344518
0.4521714 0.4971157
0.433565 0.464201
0.4428382 0.4107721
0.4125018 0.4351343
0.4145322 0.5144238
0.3982239 0.3998214
0.3932321 0.4319888
0.3985566 0.4794356
0.50436 0.4637307
0.438218 0.4608222
0.4265502 0.4592214
0.4073531 0.5240528
0.44068 0.4616784
0.4594727 0.4128793
0.4408381 0.3807974
0.3938842 0.4302794
0.3702805 0.5056992
0.4493625 0.4423986
0.4982492 0.4592344
0.3842409 0.4747612
0.4329351 0.457086
0.4018092 0.4477915
0.4433203 0.448701
0.418274 0.4562708
0.3865518 0.4499703
0.3933637 0.4112853
0.4746828 0.4241183
0.4246326 0.4084201
0.4144665 0.4223032
0.4099686 0.4309167
0.46529 0.4608284
0.3973807 0.4207075
0.4008287 0.4896489
0.4545363 0.4406536
0.4345179 0.4352419
0.4182486 0.3784677
0.4527479 0.3639252
0.4180409 0.4248206
0.3947178 0.4567566
0.4676666 0.504511
0.3419875 0.460681
0.3816115 0.4571109
0.39596 0.4001133
0.4049555 0.4640313
0.4060053 0.4005167
0.3821249 0.4392831
0.388087 0.4367783
0.4348989 0.4268093
0.3882909 0.4478554
0.4521916 0.5306995
0.4253713 0.4755258
0.4218879 0.5471847
0.4149472 0.5349308
0.4410871 0.5574784
0.4476718 0.4795032
0.4376413 0.5360269
0.4114176 0.429292
0.4266285 0.450122
0.3689931 0.4085076
0.4523862 0.4668449
0.4355573 0.4235706
0.4514954 0.489163
0.3988137 0.4305242
0.4040355 0.4018632
0.461824 0.4253687
0.4320744 0.4473684
0.3660979 0.4336924
0.3943245 0.4152291
0.3996682 0.4742322
0.4728013 0.4186908
0.3762548 0.4409632
0.4194497 0.4282951
0.4232201 0.4112443
0.368623 0.3686061
0.372578 0.4538473
0.4391881 0.4353406
0.4083909 0.4400636
0.4324405 0.4023562
0.4365589 0.4248003
0.418005 0.4491884
0.3999194 0.4250205
0.4105303 0.4342674
0.425774 0.4360235
0.4056724 0.4602282
